BookingID,vehicle_no,Origin_Location,Destination_Location,TRANSPORTATION_DISTANCE_IN_KM,day_of_week,month,delay_flag,lane_popularity,cost_weight,risk_score,driver_delay_rate,route_risk,confidence_score,idle_loss,is_return_trip,is_deadhead,efficiency_score,efficiency_label,is_peak_month,distance_category,lane_maturity,is_market,Market/Regular
WDSBKTP54165,AP04TW3777,"Ongole Bazar, Prakasam, Andhra Pradesh","Bhaskarnagar, East Godavari, Andhra Pradesh",386.4,0,8,0,0.0,0.13404318630998133,0.4203512193241534,0.2,0.0,1.0,0.0,0,0,0.4427,Medium,0,1,0.0,1,Regular
AEIBK1901046,AP04TX7857,"Adavipalem, West Godavari, Andhra Pradesh","R.T.C.Bus Stand, Chittoor, Andhra Pradesh",609.0,4,10,1,0.0,0.09349374299385685,0.6437950642723609,0.2,0.0,1.0,0.0,0,0,0.3899,Medium,1,2,0.0,1,Regular
AEIBK1901238,AP04V0830,"Ambedkarnagar, Krishna, Andhra Pradesh","Bandikodigehalli, Bangalore, Karnataka",719.25,0,10,0,0.0,0.0805634845111147,0.45084925973258483,0.2,0.0,1.0,0.0,0,0,0.4259,Medium,1,2,0.0,1,Regular
WDSBKTP53957,AP04X2715,"Dondapadu, Guntur, Andhra Pradesh","R.T.C.Bus Stand, Chittoor, Andhra Pradesh",471.45,3,8,0,0.0,0.11530802631890616,0.42814409400264847,0.2,0.0,1.0,0.0,0,0,0.4374,Medium,0,1,0.0,1,Regular
WDSBKTP46845,AP04Y3165,"Singanapudi, Krishna, Andhra Pradesh","Pinapad Tenali, Guntur, Andhra Pradesh",82.0,0,5,0,0.0,0.3503144036505338,0.3924599665065885,0.2,0.0,1.0,0.0,0,0,0.4916,Medium,0,0,0.0,1,Regular
WDSBKTP54249,AP05TG4914,"Kommadi, Visakhapatnam, Andhra Pradesh","Topgonda, Medak, Telangana",766.5,1,8,0,0.0,0.0758580161166715,0.4551786345539709,0.2,0.0,1.0,0.0,0,0,0.4241,Medium,0,2,0.0,1,Regular
WDSBKTP47362,AP05TU9677,"Gopavarapugudem, Krishna, Andhra Pradesh","Someswaralayam, West Godavari, Andhra Pradesh",117.0,4,5,0,0.0,0.28831802725069133,0.39566691081872635,0.2,0.0,1.0,0.0,0,0,0.4785,Medium,0,0,0.0,1,Regular
AEIBK1900932,AP07TD9869,"Someswaralayam, West Godavari, Andhra Pradesh","R.T.C.Bus Stand, Chittoor, Andhra Pradesh",553.35,3,10,0,0.0,0.1013744467938967,0.43564834369305117,0.2,0.0,1.0,0.0,0,0,0.4331,Medium,1,2,0.0,1,Regular
WDSBKTP47345,AP07TF5166,"Gopavarapugudem, Krishna, Andhra Pradesh","Kothapatnam, Prakasam, Andhra Pradesh",170.0,4,5,0,0.0,0.23143723225301335,0.4005231407771066,0.2,0.0,1.0,0.0,0,0,0.4662,Medium,0,0,0.0,1,Regular
AEIBK1900935,AP07TG2129,"Vadlapudi, Visakhapatnam, Andhra Pradesh","Apsp Colony, Guntur, Andhra Pradesh",417.0,3,10,0,0.0,0.12666993122654022,0.42315500492276537,0.2,0.0,1.0,0.0,0,0,0.4407,Medium,1,1,0.0,1,Regular
WDSBKTP54226,AP07Y3859,"Nuzvid Bazar, Krishna, Andhra Pradesh","Manuu, Rangareddy, Telangana",372.75,1,8,0,0.0,0.13761032468461828,0.41910051104241963,0.2,0.0,1.0,0.0,0,0,0.4437,Medium,0,1,0.0,1,Regular
WDSBKTP49117,AP10T8685,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,3,6,0,0.0,0.3802686778380213,0.3913604427424269,0.2,0.0,1.0,0.009976357234395272,0,1,0.2404,Low,0,0,0.0,1,Regular
WDSBKTP49233,AP10T8685,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,4,6,0,0.05056665881962136,0.3802686778380213,0.3708255573137684,0.0,0.0,1.0,0.0,0,1,0.3389,Low,0,0,0.6931471805599453,1,Regular
WDSBKTP49311,AP10T8685,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,5,6,0,0.0875149330389394,0.3802686778380213,0.3558210346581022,0.0,0.0,1.0,0.012185611620113525,0,1,0.2633,Low,0,0,1.0986122886681098,1,Regular
WDSBKTP49441,AP10T8685,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,0,6,0,0.11688181260255825,0.3802686778380213,0.3438952811811467,0.0,0.0,1.0,0.0,0,0,0.5423,High,0,0,1.3862943611198906,1,Regular
WDSBKTP47967,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",30.0,5,5,0,0.14140956535862062,0.5576574988962135,0.33026959542483186,0.2,0.0,1.0,0.006184706354726719,0,1,0.2805,Low,0,0,1.6094379124341003,1,Regular
WDSBKTP48309,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,2,5,0,0.16257798266259593,0.3802686778380213,0.3253382786301446,0.0,0.0,1.0,0.010138937895070905,0,1,0.3069,Low,0,0,1.791759469228055,1,Regular
WDSBKTP48502,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,3,5,0,0.18127718834844692,0.3802686778380213,0.31774461799823284,0.0,0.0,1.0,0.004627149801129267,0,1,0.3788,Medium,0,0,1.9459101490553132,1,Regular
WDSBKTP48606,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,4,5,0,0.1980845091883423,0.3802686778380213,0.31091924302059976,0.0,0.0,1.0,0.015569122608018104,0,1,0.2897,Low,0,0,2.0794415416798357,1,Regular
WDSBKTP49122,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,3,6,0,0.21339578619233368,0.3802686778380213,0.3047014045004598,0.0,0.0,1.0,0.014718259737722084,0,1,0.2944,Low,0,0,2.1972245773362196,1,Regular
WDSBKTP49442,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,1,6,0,0.22749427972050223,0.3802686778380213,0.298976071720409,0.0,0.0,1.0,0.010306473141680544,0,1,0.3239,Low,0,0,2.302585092994046,1,Regular
WDSBKTP49731,AP12V4807,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,2,6,0,0.24058968942707937,0.3802686778380213,0.29365808662423815,0.0,0.0,1.0,0.012574665783356366,0,1,0.3069,Low,0,0,2.3978952727983707,1,Regular
WDSBKTP50384,AP12V4807,"Kollur, Medak, Telangana","R G I Airport, Hyderabad, Telangana",48.0,1,6,0,0.0,0.45662692425037077,0.38934464917479733,0.0,0.0,1.0,0.0,0,0,0.5135,High,0,0,0.0,1,Regular
WDSBKTP48231,AP12V4822,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,4,5,0,0.2528416089094571,0.3802686778380213,0.2886826389928405,0.2,0.0,1.0,0.0,0,0,0.5942,High,0,0,2.4849066497880004,1,Regular
WDSBKTP49313,AP12V6358,"Kollur, Medak, Telangana","R G I Airport, Hyderabad, Telangana",75.0,5,6,0,0.05056665881962136,0.36703894467107023,0.3712836922155024,0.2,0.0,1.0,0.014175637771326563,0,1,0.2272,Low,0,0,0.6931471805599453,1,Regular
WDSBKTP49614,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,1,6,1,0.26437431852729837,0.3802686778380213,0.48704693827204654,0.0,0.0,1.0,0.01252878355753992,0,1,0.2857,Low,0,0,2.5649493574615367,1,Regular
WDSBKTP50383,AP12V6358,"Kollur, Medak, Telangana","R G I Airport, Hyderabad, Telangana",48.0,1,6,0,0.0875149330389394,0.45662692425037077,0.3538052410904727,0.5,0.0,1.0,0.01665373122502169,0,1,0.5468,High,0,0,1.0986122886681098,1,Regular
WDSBKTP57482,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,3,9,1,0.27528649234832153,0.3802686778380213,0.6293399481403336,0.3333333333333333,0.30969023131998247,0.6903097686800175,0.004528474937084535,0,1,0.3274,Low,0,0,2.6390573296152584,1,Regular
WDSBKTP58028,AP12V6358,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",65.0,2,9,1,0.0,0.3947554465978873,0.5939499869637035,0.5,0.0,1.0,0.016875692212686432,0,1,0.1571,Low,0,0,0.0,1,Regular
AEIBK1901170,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,4,10,1,0.28565778316158313,0.3802686778380213,0.6781546745203908,0.6,0.42161283773306835,0.5783871622669317,0.0,0,1,0.324,Low,1,0,2.70805020110221,1,Regular
AEIBK1901256,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,4,10,1,0.2955534179655304,0.3802686778380213,0.7102702285683571,0.6666666666666666,0.49788090350703923,0.5021190964929607,0.0,0,1,0.3158,Low,1,0,2.772588722239781,1,Regular
AEIBK1902329,AP12V6358,"Kollur, Medak, Telangana","Nanajipur, Rangareddy, Telangana",48.0,2,10,1,0.0,0.45662692425037077,0.5923923282978079,0.7142857142857143,0.0,1.0,0.015349321672062186,0,1,0.4728,Medium,1,0,0.0,1,Regular
AEIBK1909304,AP12V6358,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",65.0,3,12,0,0.05056665881962136,0.3947554465978873,0.37036742241203435,0.75,0.0,1.0,0.0,0,1,0.2985,Low,1,0,0.6931471805599453,1,Regular
AEIBK1909431,AP12V6358,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",65.0,3,12,1,0.0875149330389394,0.3947554465978873,0.653198882976779,0.6666666666666666,0.20006906296267107,0.7999309370373289,0.018287127424930025,0,1,0.4746,Medium,1,0,1.0986122886681098,1,Regular
AEIBK2012744,AP12V6358,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",65.0,0,1,0,0.11688181260255825,0.3947554465978873,0.4530791084066546,0.7,0.2314205832994494,0.7685794167005506,0.0,0,1,0.2831,Low,0,0,1.3862943611198906,1,Regular
AEIBK2013248,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,2,1,0,0.3050274843235203,0.3802686778380213,0.5304939608532745,0.6363636363636364,0.5551203499902186,0.44487965000978136,0.0,0,1,0.3209,Low,0,0,2.833213344056216,1,Regular
AEIBK2013246,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,2,1,0,0.3141253310899868,0.3802686778380213,0.5284656783487064,0.5833333333333334,0.5586374215424862,0.4413625784575138,0.01618556984927468,0,1,0.234,Low,0,0,2.8903717578961645,1,Regular
AEIBK2015220,AP12V6358,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,5,2,0,0.32288535531798723,0.3802686778380213,0.5261150593621909,0.5384615384615384,0.5611845773825274,0.43881542261747264,0.0,0,0,0.5677,High,0,0,2.9444389791664403,1,Regular
AEIBK1903632,AP13X6669,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",70.0,1,11,0,0.33134035455111566,0.3802686778380213,0.5235064541543453,0.2,0.5629257533711941,0.4370742466288059,0.0,0,0,0.5708,High,1,0,2.995732273553991,1,Regular
AEIBK1906064,AP16TB0369,"Pinapad Tenali, Guntur, Andhra Pradesh","Chikkabidarkal, Bangalore, Karnataka",709.8,0,11,1,0.0,0.08155775412738855,0.653031063891318,0.2,0.0,1.0,0.0,0,1,0.2597,Low,1,2,0.0,1,Regular
AEIBK1906982,AP16TB0369,"Nidamanuru, Krishna, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",117.0,5,11,0,0.0,0.28831802725069133,0.39566691081872635,1.0,0.0,1.0,0.0,0,0,0.4785,Medium,1,0,0.0,1,Regular
WDSBKTP53183,AP16TB1358,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",26.0,0,7,0,0.14140956535862062,0.5886216058682191,0.4683981975589081,0.2,0.2923207367993045,0.7076792632006955,0.0,0,0,0.5665,High,0,0,1.6094379124341003,1,Regular
WDSBKTP53182,AP16TB7865,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",26.0,0,7,0,0.16257798266259593,0.5886216058682191,0.47732993884828756,0.2,0.32931726330194294,0.670682736698057,0.0,0,1,0.3625,Medium,0,0,1.791759469228055,1,Regular
WDSBKTP53325,AP16TB7865,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana",26.0,2,7,0,0.18127718834844692,0.5886216058682191,0.4818274632078678,0.0,0.3548380495887232,0.6451619504112768,0.0,0,0,0.5757,High,0,0,1.9459101490553132,1,Regular
WDSBKTP51719,AP16TB8404,"Nidamanuru, Krishna, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",117.0,6,6,0,0.05056665881962136,0.28831802725069133,0.37513202539006785,0.2,0.0,1.0,0.0,0,0,0.4978,Medium,0,0,0.6931471805599453,1,Regular
WDSBKTP47081,AP16TC5969,"Tunglam, Visakhapatnam, Andhra Pradesh","Rambilli, Visakhapatnam, Andhra Pradesh",60.0,1,5,0,0.0,0.41070551011869705,0.39044417293895894,0.2,0.0,1.0,0.013620388226567587,0,1,0.2148,Low,0,0,0.0,1,Regular
WDSBKTP47638,AP16TC5969,"Visakhapatnam Port, Visakhapatnam, Andhra Pradesh","Rambilli, Visakhapatnam, Andhra Pradesh",60.0,1,5,0,0.0,0.41070551011869705,0.39044417293895894,0.0,0.0,1.0,0.0,0,0,0.5041,Medium,0,0,0.0,1,Regular
AEIBK1909630,AP16TC7979,"Nidamanuru, Krishna, Andhra Pradesh","Apsp Colony, Guntur, Andhra Pradesh",72.0,0,12,0,0.05056665881962136,0.37483611392088945,0.37100881127446195,0.2,0.0,1.0,0.010197750714163187,0,1,0.2819,Low,1,0,0.6931471805599453,1,Regular
AEIBK1910204,AP16TC7979,"Nidamanuru, Krishna, Andhra Pradesh","Apsp Colony, Guntur, Andhra Pradesh",72.0,4,12,0,0.0875149330389394,0.37483611392088945,0.3560042886187958,0.0,0.0,1.0,0.0,0,0,0.53,High,1,0,1.0986122886681098,1,Regular
AEIBK1901241,AP16TC9927,"Ambedkarnagar, Krishna, Andhra Pradesh","Bhogdaimukh, Jorhat, Assam",2640.75,0,10,0,0.0,0.004926310496032565,0.626910502468955,0.2,0.0,1.0,0.0,0,0,0.3756,Medium,1,2,0.0,1,Regular
WDSBKTP57385,AP16TE1599,"Jami Annavaram, Krishna, Andhra Pradesh","Zuarinagar, South Goa, Goa",958.65,2,9,1,0.0,0.06028434092491444,0.6758324379506185,0.2,0.0,1.0,0.2542942841135789,0,1,0.1258,Low,0,2,0.0,1,Regular
AEIBK1900812,AP16TE1599,"Jami Annavaram, Krishna, Andhra Pradesh","Zuarinagar, South Goa, Goa",958.65,2,10,0,0.05056665881962136,0.06028434092491444,0.4522498733989494,1.0,0.0,1.0,0.28091354326014356,0,1,0.4368,Medium,1,2,0.6931471805599453,1,Regular
AEIBK1904367,AP16TE1599,"Jami Annavaram, Krishna, Andhra Pradesh","Zuarinagar, South Goa, Goa",913.5,0,11,0,0.0875149330389394,0.06352064133900007,0.5278966966780256,0.5,0.20006906296267107,0.7999309370373289,0.0,0,0,0.4334,Medium,1,2,1.0986122886681098,1,Regular
AEIBK1901998,AP16TE5585,"Ambedkarnagar, Krishna, Andhra Pradesh","Bhogdaimukh, Jorhat, Assam",2640.75,0,10,1,0.05056665881962136,0.004926310496032565,0.8094232961633071,0.2,0.0,1.0,0.8129628688238452,0,1,0.3543,Low,1,2,0.6931471805599453,1,Regular
AEIBK1908055,AP16TE5585,"Dondapadu, Guntur, Andhra Pradesh","Bhogdaimukh, Jorhat, Assam",2642.85,3,12,0,0.0,0.004890742704677625,0.6271029191276832,1.0,0.0,1.0,0.0,0,0,0.3756,Medium,1,2,0.0,1,Regular
WDSBKTP54175,AP16TE5766,"Markapur, Prakasam, Andhra Pradesh","Jalan Nagar, Dibrugarh, Assam",2954.7,0,8,0,0.0,0.0,0.6556767929488319,0.2,0.0,1.0,0.0,0,0,0.3689,Medium,0,2,0.0,1,Regular
WDSBKTP53979,AP16TF4464,"Dondapadu, Guntur, Andhra Pradesh","Parandur, Kanchipuram, Tamil Nadu",496.65,3,8,0,0.0,0.1106702731534944,0.4304530939073878,0.2,0.0,1.0,0.0,0,0,0.436,Medium,0,1,0.0,1,Regular
AEIBK1900941,AP16TG8649,"Someswaralayam, West Godavari, Andhra Pradesh","Mukundapur, Kolkata, West Bengal",1219.05,3,10,1,0.0,0.045088442620652175,0.6996921036329243,0.2,0.0,1.0,0.0,0,1,0.2549,Low,1,2,0.0,1,Regular
AEIBK1901679,AP16TG8649,"Pinapad Tenali, Guntur, Andhra Pradesh","Mukundapur, Kolkata, West Bengal",1319.85,4,10,0,0.0,0.04038195751548376,0.5058804241288709,1.0,0.0,1.0,0.0,0,0,0.4069,Medium,1,2,0.0,1,Regular
WDSBKTP47379,AP16TH1455,"Gopavarapugudem, Krishna, Andhra Pradesh","Someswaralayam, West Godavari, Andhra Pradesh",124.0,4,5,0,0.05056665881962136,0.27891247186699275,0.37577341425249544,0.2,0.0,1.0,0.0,0,0,0.4958,Medium,0,0,0.6931471805599453,1,Regular
WDSBKTP47351,AP16TH2997,"Kanchipuram, Tamil Nadu, India","Chattisgarh, India",160.0,3,5,0,0.0,0.24009318744775107,0.3996068709736387,0.2,0.0,1.0,0.0,0,0,0.4681,Medium,0,0,0.0,1,Regular
AEIBK1901349,AP16TH6969,"Nidamanuru, Krishna, Andhra Pradesh","Apsp Colony, Guntur, Andhra Pradesh",72.0,1,10,0,0.11688181260255825,0.37483611392088945,0.3440785351418403,0.2,0.0,1.0,0.0,0,0,0.5412,High,1,0,1.3862943611198906,1,Regular
WDSBKTP50028,AP16TJ0444,"Tunglam, Visakhapatnam, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",413.0,4,6,0,0.0,0.1275886993166163,0.4227884970013782,0.2,0.0,1.0,0.11889679597997913,0,1,0.441,Medium,0,1,0.0,1,Regular
WDSBKTP52438,AP16TJ0444,"Tunglam, Visakhapatnam, Andhra Pradesh","Muktyala, Krishna, Andhra Pradesh",413.0,1,7,0,0.05056665881962136,0.1275886993166163,0.4022536115727197,0.0,0.0,1.0,0.0,0,0,0.4602,Medium,0,1,0.6931471805599453,1,Regular
WDSBKTP53841,AP16TJ1234,"Jami Annavaram, Krishna, Andhra Pradesh","Chikkabidarkal, Bangalore, Karnataka",799.05,2,7,0,0.0,0.07285041110006255,0.45816109276425915,0.2,0.0,1.0,0.0,0,0,0.4229,Medium,0,2,0.0,1,Regular
WDSBKTP47359,AP16TS4577,"Gopavarapugudem, Krishna, Andhra Pradesh","Someswaralayam, West Godavari, Andhra Pradesh",117.0,4,5,0,0.0875149330389394,0.28831802725069133,0.36012750273440164,0.2,0.0,1.0,0.0,0,0,0.5119,High,0,0,1.0986122886681098,1,Regular
WDSBKTP47859,AP16TU4926,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana",45.0,4,5,0,0.0,0.47024286524580394,0.389069768233757,0.2,0.0,1.0,0.0047499362799669174,0,1,0.2906,Low,0,0,0.0,1,Regular
WDSBKTP47966,AP16TU4926,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana",45.0,4,5,0,0.05056665881962136,0.47024286524580394,0.36853488280509844,0.0,0.0,1.0,0.012257233770948948,0,1,0.2578,Low,0,0,0.6931471805599453,1,Regular
WDSBKTP49451,AP16TU4926,"Kollur, Medak, Telangana","R G I Airport, Hyderabad, Telangana",75.0,1,6,0,0.11688181260255825,0.36703894467107023,0.3443534160828807,0.0,0.0,1.0,0.0,0,0,0.5396,High,0,0,1.3862943611198906,1,Regular
WDSBKTP57915,AP16TU9429,"Tunglam, Visakhapatnam, Andhra Pradesh","Rambilli, Visakhapatnam, Andhra Pradesh",60.0,1,9,1,0.05056665881962136,0.41070551011869705,0.572956966633311,0.2,0.0,1.0,0.019757812167234167,0,1,0.4827,Medium,0,0,0.6931471805599453,1,Regular
AEIBK1906540,AP16TU9429,"Tunglam, Visakhapatnam, Andhra Pradesh","Rambilli, Visakhapatnam, Andhra Pradesh",60.0,3,11,0,0.0875149330389394,0.41070551011869705,0.44969306895203454,1.0,0.20006906296267107,0.7999309370373289,0.0,0,0,0.5185,High,1,0,1.0986122886681098,1,Regular
WDSBKTP47152,AP16TV1134,"Nidamanuru, Krishna, Andhra Pradesh","Devaragunta, Krishna, Andhra Pradesh",45.0,3,5,0,0.0,0.47024286524580394,0.389069768233757,0.2,0.0,1.0,0.0,0,0,0.5162,High,0,0,0.0,1,Regular
